opp_id,account_id,account_name,segment,division,rep_id,is_cross_division_deal,region,created_date,close_date,stage,probability,amount,is_closed,is_won,is_renewal,loss_reason,competitor,is_stalled,sales_cycle_days_actual,fiscal_quarter
100452,5355,"Gallegos, Adams and White",Pre-IPO / Private,ActiveDisclosure,1002,False,Texas/Central,2025-01-31,2025-05-12,Closed Lost,0,63342.19,True,False,True,Budget Cut,Datasite,False,101.0,FY2025-Q2
100453,5031,Gomez-Jenkins,Large Cap Public,ActiveDisclosure,1005,False,Midwest,2024-11-11,2025-02-10,Closed Won,100,91316.6,True,True,False,,,False,91.0,FY2025-Q1
100454,5058,"Ferrell, Jones and Lewis",Mid Cap Public,ActiveDisclosure,1003,False,West,2025-02-26,2025-05-16,Closed Won,100,72155.75,True,True,False,,,False,79.0,FY2025-Q2
100455,5096,Scott Ltd,Mid Cap Public,ActiveDisclosure,1000,False,Midwest,2024-11-30,2025-03-16,Closed Won,100,78369.32,True,True,True,,,False,106.0,FY2025-Q1
100456,5147,King-Miller,Pre-IPO / Private,ActiveDisclosure,1000,False,Northeast,2025-05-03,2025-07-30,Closed Lost,0,63056.63,True,False,True,Feature Gap,Intralinks,False,88.0,FY2025-Q3
100457,5049,Yu Inc,Large Cap Public,ActiveDisclosure,1005,False,Texas/Central,2025-03-17,2025-06-04,Closed Won,100,8000.0,True,True,True,,,False,79.0,FY2025-Q2
100458,5075,"Tran, Jordan and Williams",Mid Cap Public,ActiveDisclosure,1002,False,Northeast,2026-01-21,2026-03-18,Closed Lost,0,80880.34,True,False,False,Budget Cut,Workiva,False,56.0,FY2026-Q1
100459,5316,"Harper, Smith and Buchanan",Pre-IPO / Private,ActiveDisclosure,1004,False,Midwest,2026-03-12,2026-06-06,Closed Lost,0,65083.21,True,False,True,Timing - Not Ready,Intralinks,False,86.0,FY2026-Q2
100460,5318,Jones PLC,Pre-IPO / Private,ActiveDisclosure,1003,False,Mid-Atlantic,2025-11-11,2026-01-08,Closed Lost,0,55449.17,True,False,False,Budget Cut,In-house Build,False,58.0,FY2026-Q1
100461,5132,Brown-Wall,Pre-IPO / Private,ActiveDisclosure,1005,False,Northeast,2024-11-25,2025-02-03,Closed Lost,0,100650.94,True,False,False,No Decision / Stalled,Donnelley Legacy/Manual Process,False,70.0,FY2025-Q1
100462,5073,"Patterson, Smith and Jones",Pre-IPO / Private,ActiveDisclosure,1002,False,Southeast,2024-09-11,2024-12-26,Closed Won,100,68397.91,True,True,False,,,False,106.0,FY2024-Q4
100463,5457,Jones-Fox,Pre-IPO / Private,ActiveDisclosure,1002,False,Texas/Central,2026-03-11,2026-06-20,Closed Lost,0,75005.18,True,False,False,No Decision / Stalled,Toppan Merrill,False,101.0,FY2026-Q2
100464,5449,"Bentley, Lynch and Henderson",Mid Cap Public,ActiveDisclosure,1001,False,West,2025-01-04,2025-02-19,Closed Lost,0,41102.63,True,False,False,Feature Gap,Datasite,False,46.0,FY2025-Q1
100465,5022,"Brooks, Lam and Hayes",Pre-IPO / Private,ActiveDisclosure,1000,False,Mid-Atlantic,2024-09-19,2024-12-27,Closed Won,100,86757.74,True,True,False,,,False,99.0,FY2024-Q4
100466,5265,Good-Hodges,Large Cap Public,ActiveDisclosure,1000,False,Texas/Central,2024-09-23,2024-11-24,Closed Lost,0,80359.9,True,False,True,Budget Cut,Datasite,False,62.0,FY2024-Q4
100467,5061,Moore-Bass,Large Cap Public,ActiveDisclosure,1001,False,Midwest,2024-11-06,2025-01-02,Closed Won,100,59010.29,True,True,False,,,False,57.0,FY2025-Q1
100468,5265,Good-Hodges,Large Cap Public,ActiveDisclosure,1004,False,Texas/Central,2025-10-21,2026-01-06,Closed Lost,0,74237.37,True,False,False,Timing - Not Ready,Donnelley Legacy/Manual Process,False,77.0,FY2026-Q1
100469,5240,Hicks-Hill,Large Cap Public,ActiveDisclosure,1005,False,Mid-Atlantic,2026-02-25,2026-04-04,Closed Lost,0,66302.86,True,False,False,Timing - Not Ready,Donnelley Legacy/Manual Process,False,38.0,FY2026-Q2
100470,5220,Johnston-Hines,Large Cap Public,ActiveDisclosure,1004,False,West,2025-12-28,2026-03-14,Closed Won,100,48361.31,True,True,False,,,False,76.0,FY2026-Q1
100471,5207,"Harrison, Johnson and Roberts",Pre-IPO / Private,ActiveDisclosure,1018,True,Northeast,2024-12-06,2025-03-03,Closed Won,100,57188.88,True,True,False,,,False,87.0,FY2025-Q1
100472,5010,Harrell LLC,Pre-IPO / Private,ActiveDisclosure,1003,False,West,2025-10-31,2025-12-31,Closed Lost,0,38638.33,True,False,False,Timing - Not Ready,Intralinks,False,61.0,FY2025-Q4
100473,5205,Arnold and Sons,Large Cap Public,ActiveDisclosure,1004,False,Midwest,2025-01-09,2025-03-31,Closed Lost,0,103153.13,True,False,False,Lost to Competitor,Intralinks,False,81.0,FY2025-Q1
100474,5441,Hughes Inc,Mid Cap Public,ActiveDisclosure,1003,False,Texas/Central,2025-02-10,2025-04-23,Closed Lost,0,77248.3,True,False,False,Timing - Not Ready,Ideagen/Q4,False,72.0,FY2025-Q2
100475,5380,Jackson-Meza,Pre-IPO / Private,ActiveDisclosure,1004,False,Southeast,2026-06-01,2026-07-06,Negotiation,80,37060.65,False,,True,,,False,,FY2026-Q3
100476,5477,Morrison-Short,Mid Cap Public,ActiveDisclosure,1005,False,Texas/Central,2024-09-08,2024-11-17,Closed Lost,0,87775.86,True,False,False,Budget Cut,Datasite,False,70.0,FY2024-Q4
100477,5133,Stein-Silva,Pre-IPO / Private,ActiveDisclosure,1001,False,Midwest,2025-01-08,2025-03-05,Closed Won,100,48292.98,True,True,True,,,False,56.0,FY2025-Q1
100478,5109,"Jackson, Miller and Robertson",Pre-IPO / Private,ActiveDisclosure,1001,False,Mid-Atlantic,2024-10-12,2025-01-24,Closed Lost,0,50853.29,True,False,True,Feature Gap,Workiva,False,104.0,FY2025-Q1
100479,5244,Morgan-French,Large Cap Public,ActiveDisclosure,1003,False,Midwest,2025-11-22,2026-02-23,Closed Lost,0,98973.64,True,False,False,Price,Datasite,False,93.0,FY2026-Q1
100480,5109,"Jackson, Miller and Robertson",Pre-IPO / Private,ActiveDisclosure,1019,True,Mid-Atlantic,2024-11-26,2025-04-09,Closed Won,100,63846.99,True,True,True,,,False,134.0,FY2025-Q2
100481,5325,"Morris, Thompson and Williams",Large Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2025-03-13,2025-05-19,Closed Won,100,62639.29,True,True,True,,,False,67.0,FY2025-Q2
100482,5258,"Booker, Jones and Harrington",Pre-IPO / Private,ActiveDisclosure,1001,False,Southeast,2025-09-26,2025-12-24,Closed Lost,0,118930.15,True,False,False,Price,In-house Build,False,89.0,FY2025-Q4
100483,5402,"Huang, Cole and Pacheco",Large Cap Public,ActiveDisclosure,1002,False,Southeast,2025-10-27,2026-03-16,Closed Lost,0,62524.49,True,False,False,Lost to Competitor,Toppan Merrill,False,140.0,FY2026-Q1
100484,5391,Thompson Ltd,Large Cap Public,ActiveDisclosure,1002,False,Mid-Atlantic,2026-01-13,2026-04-04,Closed Lost,0,69780.62,True,False,False,No Decision / Stalled,Intralinks,False,81.0,FY2026-Q2
100485,5141,Hooper PLC,Pre-IPO / Private,ActiveDisclosure,1020,True,Midwest,2026-05-13,2026-07-29,Proposal,60,38360.32,False,,True,,,False,,FY2026-Q3
100486,5121,"Schmidt, Hansen and Stewart",Large Cap Public,ActiveDisclosure,1003,False,Southeast,2026-02-15,2026-04-16,Closed Lost,0,81531.24,True,False,True,Lost to Competitor,Datasite,False,60.0,FY2026-Q2
100487,5078,"Wright, Garcia and Deleon",Large Cap Public,ActiveDisclosure,1020,True,Northeast,2025-11-23,2026-04-17,Closed Won,100,50834.05,True,True,True,,,False,145.0,FY2026-Q2
100488,5463,Anderson-Bell,Pre-IPO / Private,ActiveDisclosure,1001,False,Mid-Atlantic,2024-10-17,2025-01-06,Closed Won,100,51401.43,True,True,False,,,False,81.0,FY2025-Q1
100489,5060,Suarez LLC,Pre-IPO / Private,ActiveDisclosure,1003,False,Southeast,2025-03-13,2025-05-26,Closed Lost,0,63518.66,True,False,False,Timing - Not Ready,Datasite,False,74.0,FY2025-Q2
100490,5420,Lee-Cooke,Mid Cap Public,ActiveDisclosure,1004,False,Texas/Central,2025-01-10,2025-02-16,Closed Lost,0,64352.69,True,False,False,Feature Gap,Donnelley Legacy/Manual Process,False,37.0,FY2025-Q1
100491,5208,Warner-Gibson,Mid Cap Public,ActiveDisclosure,1004,False,Texas/Central,2026-03-05,2026-06-10,Closed Won,100,79213.24,True,True,False,,,False,97.0,FY2026-Q2
100492,5474,Morgan-Lopez,Mid Cap Public,ActiveDisclosure,1003,False,West,2025-03-26,2025-08-03,Closed Won,100,78105.56,True,True,False,,,False,130.0,FY2025-Q3
100493,5212,Jones and Sons,Large Cap Public,ActiveDisclosure,1004,False,Southeast,2025-01-05,2025-03-05,Closed Lost,0,74559.58,True,False,False,Timing - Not Ready,Intralinks,False,59.0,FY2025-Q1
100494,5477,Morrison-Short,Mid Cap Public,ActiveDisclosure,1004,False,Texas/Central,2025-07-31,2025-11-06,Closed Won,100,91342.91,True,True,True,,,False,98.0,FY2025-Q4
100495,5337,"Wilson, Pena and Rich",Large Cap Public,ActiveDisclosure,1020,True,West,2026-04-17,2026-06-12,Closed Won,100,50163.68,True,True,True,,,False,56.0,FY2026-Q2
100496,5105,"Carroll, Sullivan and Bass",Pre-IPO / Private,ActiveDisclosure,1000,False,Southeast,2024-08-01,2024-10-21,Closed Won,100,60582.21,True,True,False,,,False,81.0,FY2024-Q4
100497,5071,Walsh LLC,Mid Cap Public,ActiveDisclosure,1002,False,Texas/Central,2026-03-30,2026-06-30,Closed Won,100,100887.6,True,True,True,,,False,92.0,FY2026-Q2
100498,5212,Jones and Sons,Large Cap Public,ActiveDisclosure,1000,False,Southeast,2025-01-29,2025-02-12,Closed Lost,0,68938.92,True,False,False,Feature Gap,Workiva,False,14.0,FY2025-Q1
100499,5061,Moore-Bass,Large Cap Public,ActiveDisclosure,1004,False,Midwest,2026-06-25,2026-06-30,Closed Won,100,42996.4,True,True,True,,,False,5.0,FY2026-Q2
100500,5302,Reid Group,Pre-IPO / Private,ActiveDisclosure,1000,False,Midwest,2025-02-06,2025-04-24,Closed Won,100,45174.1,True,True,False,,,False,77.0,FY2025-Q2
100501,5041,Hancock Inc,Mid Cap Public,ActiveDisclosure,1005,False,West,2025-01-10,2025-03-06,Closed Won,100,51952.1,True,True,False,,,False,55.0,FY2025-Q1
100502,5391,Thompson Ltd,Large Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2026-01-22,2026-04-25,Closed Lost,0,10205.77,True,False,False,Timing - Not Ready,Datasite,False,93.0,FY2026-Q2
100503,5327,Strickland-Palmer,Pre-IPO / Private,ActiveDisclosure,1001,False,Northeast,2024-10-14,2024-12-19,Closed Lost,0,36589.53,True,False,True,Timing - Not Ready,Datasite,False,66.0,FY2024-Q4
100504,5413,Rangel LLC,Large Cap Public,ActiveDisclosure,1002,False,Midwest,2026-03-06,2026-05-04,Closed Lost,0,43480.02,True,False,False,Timing - Not Ready,Datasite,False,59.0,FY2026-Q2
100505,5400,Gilbert PLC,Large Cap Public,ActiveDisclosure,1003,False,West,2026-01-27,2026-04-14,Closed Lost,0,8000.0,True,False,False,Feature Gap,Datasite,False,77.0,FY2026-Q2
100506,5007,Rodriguez-Graham,Mid Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2025-10-01,2025-12-04,Closed Lost,0,92582.29,True,False,False,No Decision / Stalled,In-house Build,False,64.0,FY2025-Q4
100507,5380,Jackson-Meza,Pre-IPO / Private,ActiveDisclosure,1001,False,Southeast,2025-05-05,2025-06-16,Closed Lost,0,83873.85,True,False,False,Price,Ideagen/Q4,False,42.0,FY2025-Q2
100508,5010,Harrell LLC,Pre-IPO / Private,ActiveDisclosure,1000,False,West,2026-02-05,2026-05-14,Closed Lost,0,65424.43,True,False,True,Lost to Competitor,Intralinks,False,98.0,FY2026-Q2
100509,5187,"Carlson, Hooper and Wall",Mid Cap Public,ActiveDisclosure,1002,False,Midwest,2026-02-16,2026-05-15,Closed Lost,0,82576.08,True,False,False,Price,In-house Build,False,88.0,FY2026-Q2
100510,5262,Brennan-Johnson,Large Cap Public,ActiveDisclosure,1005,False,Southeast,2025-02-07,2025-03-23,Closed Lost,0,68703.56,True,False,False,Budget Cut,Intralinks,False,44.0,FY2025-Q1
100511,5032,"Brown, Valdez and Lucas",Pre-IPO / Private,ActiveDisclosure,1002,False,Northeast,2024-10-05,2025-01-20,Closed Won,100,63770.99,True,True,True,,,False,107.0,FY2025-Q1
100512,5082,Patton-Jenkins,Mid Cap Public,ActiveDisclosure,1003,False,Midwest,2025-06-07,2025-09-10,Closed Lost,0,51593.9,True,False,True,Price,Ideagen/Q4,False,95.0,FY2025-Q3
100513,5414,"Hale, Myers and Larson",Pre-IPO / Private,ActiveDisclosure,1005,False,West,2024-11-30,2025-02-11,Closed Won,100,88395.5,True,True,False,,,False,73.0,FY2025-Q1
100514,5034,Wright and Sons,Mid Cap Public,ActiveDisclosure,1000,False,Texas/Central,2026-03-01,2026-05-09,Closed Won,100,77493.23,True,True,False,,,False,69.0,FY2026-Q2
100515,5023,Walker LLC,Pre-IPO / Private,ActiveDisclosure,1000,False,Texas/Central,2024-11-28,2025-01-22,Closed Lost,0,56983.52,True,False,True,Feature Gap,Workiva,False,55.0,FY2025-Q1
100516,5339,Gutierrez Group,Mid Cap Public,ActiveDisclosure,1003,False,West,2024-11-10,2024-12-30,Closed Lost,0,71912.54,True,False,False,Budget Cut,Donnelley Legacy/Manual Process,False,50.0,FY2024-Q4
100517,5153,"Gould, Marshall and Scott",Mid Cap Public,ActiveDisclosure,1019,True,West,2025-12-18,2026-03-26,Closed Won,100,71540.4,True,True,True,,,False,98.0,FY2026-Q1
100518,5268,Howard-Jordan,Mid Cap Public,ActiveDisclosure,1005,False,Mid-Atlantic,2025-06-21,2025-09-03,Closed Won,100,15189.34,True,True,True,,,False,74.0,FY2025-Q3
100519,5049,Yu Inc,Large Cap Public,ActiveDisclosure,1001,False,Texas/Central,2025-09-24,2025-11-01,Closed Lost,0,89891.76,True,False,False,Lost to Competitor,Ideagen/Q4,False,38.0,FY2025-Q4
100520,5363,Ware and Sons,Mid Cap Public,ActiveDisclosure,1001,False,Midwest,2024-10-23,2025-01-04,Closed Lost,0,47136.23,True,False,True,Lost to Competitor,Ideagen/Q4,False,73.0,FY2025-Q1
100521,5375,Jones-Hensley,Large Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2024-07-23,2024-09-22,Closed Won,100,95849.69,True,True,False,,,False,61.0,FY2024-Q3
100522,5125,Green-Wright,Mid Cap Public,ActiveDisclosure,1005,False,Midwest,2026-01-12,2026-04-16,Closed Lost,0,57651.68,True,False,True,Feature Gap,Toppan Merrill,False,94.0,FY2026-Q2
100523,5451,Barnes PLC,Mid Cap Public,ActiveDisclosure,1004,False,Mid-Atlantic,2026-02-16,2026-04-07,Closed Won,100,61585.65,True,True,True,,,False,50.0,FY2026-Q2
100524,5036,Baxter Inc,Mid Cap Public,ActiveDisclosure,1004,False,Midwest,2025-01-21,2025-04-27,Closed Won,100,118489.34,True,True,False,,,False,96.0,FY2025-Q2
100525,5064,"Garcia, Humphrey and Baker",Large Cap Public,ActiveDisclosure,1005,False,Texas/Central,2024-07-08,2024-10-13,Closed Lost,0,55667.42,True,False,True,Feature Gap,Datasite,False,97.0,FY2024-Q4
100526,5071,Walsh LLC,Mid Cap Public,ActiveDisclosure,1003,False,Texas/Central,2024-10-09,2025-01-17,Closed Lost,0,78163.4,True,False,True,Timing - Not Ready,Workiva,False,100.0,FY2025-Q1
100527,5155,"Higgins, Strickland and Martin",Mid Cap Public,ActiveDisclosure,1005,False,Southeast,2025-10-11,2026-01-02,Closed Won,100,66058.33,True,True,False,,,False,83.0,FY2026-Q1
100528,5361,Moore-Collins,Mid Cap Public,ActiveDisclosure,1001,False,Midwest,2025-05-08,2025-09-07,Closed Won,100,74094.45,True,True,True,,,False,122.0,FY2025-Q3
100529,5327,Strickland-Palmer,Pre-IPO / Private,ActiveDisclosure,1004,False,Northeast,2025-05-05,2025-07-28,Closed Won,100,62644.34,True,True,False,,,False,84.0,FY2025-Q3
100530,5350,Moore Group,Mid Cap Public,ActiveDisclosure,1003,False,Mid-Atlantic,2025-04-12,2025-07-03,Closed Lost,0,52028.88,True,False,False,Price,Toppan Merrill,False,82.0,FY2025-Q3
100531,5052,"Sanchez, Wheeler and Harvey",Mid Cap Public,ActiveDisclosure,1002,False,Southeast,2025-08-31,2025-12-21,Closed Lost,0,50230.94,True,False,True,No Decision / Stalled,Donnelley Legacy/Manual Process,False,112.0,FY2025-Q4
100532,5057,Smith PLC,Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2026-04-29,2026-07-23,Proposal,60,91818.93,False,,False,,,False,,FY2026-Q3
100533,5354,"Austin, Day and Johnson",Pre-IPO / Private,ActiveDisclosure,1004,False,Northeast,2024-11-25,2025-01-23,Closed Lost,0,45625.47,True,False,False,No Decision / Stalled,Workiva,False,59.0,FY2025-Q1
100534,5451,Barnes PLC,Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2024-10-29,2025-01-11,Closed Lost,0,62079.91,True,False,True,No Decision / Stalled,Donnelley Legacy/Manual Process,False,74.0,FY2025-Q1
100535,5007,Rodriguez-Graham,Mid Cap Public,ActiveDisclosure,1001,False,Mid-Atlantic,2025-04-06,2025-06-05,Closed Won,100,96075.28,True,True,False,,,False,60.0,FY2025-Q2
100536,5300,Harvey PLC,Pre-IPO / Private,ActiveDisclosure,1001,False,Mid-Atlantic,2026-03-12,2026-04-21,Closed Lost,0,86163.0,True,False,True,Lost to Competitor,Toppan Merrill,False,40.0,FY2026-Q2
100537,5100,"Mccall, Hanson and Alvarado",Large Cap Public,ActiveDisclosure,1004,False,Northeast,2024-11-14,2025-03-05,Closed Lost,0,55522.52,True,False,False,Feature Gap,Datasite,False,111.0,FY2025-Q1
100538,5232,Wolf-Harris,Large Cap Public,ActiveDisclosure,1001,False,Texas/Central,2025-11-15,2026-02-10,Closed Won,100,60235.22,True,True,False,,,False,87.0,FY2026-Q1
100539,5055,"Edwards, Baker and Anderson",Large Cap Public,ActiveDisclosure,1001,False,Texas/Central,2025-08-26,2025-11-20,Closed Lost,0,70193.75,True,False,False,Price,Intralinks,False,86.0,FY2025-Q4
100540,5295,"Ramsey, Whitney and Coffey",Pre-IPO / Private,ActiveDisclosure,1003,False,Mid-Atlantic,2025-11-13,2026-02-11,Closed Lost,0,107148.8,True,False,True,Budget Cut,Donnelley Legacy/Manual Process,False,90.0,FY2026-Q1
100541,5386,Dixon Inc,Large Cap Public,ActiveDisclosure,1004,False,Midwest,2026-02-05,2026-03-03,Closed Lost,0,61398.19,True,False,False,Feature Gap,Ideagen/Q4,False,26.0,FY2026-Q1
100542,5170,Ramirez Group,Pre-IPO / Private,ActiveDisclosure,1000,False,Mid-Atlantic,2025-10-05,2025-12-12,Closed Lost,0,37919.76,True,False,True,Lost to Competitor,In-house Build,False,68.0,FY2025-Q4
100543,5180,Holt-Torres,Pre-IPO / Private,ActiveDisclosure,1002,False,Southeast,2024-08-19,2024-12-20,Closed Lost,0,25519.07,True,False,False,No Decision / Stalled,Donnelley Legacy/Manual Process,False,123.0,FY2024-Q4
100544,5262,Brennan-Johnson,Large Cap Public,ActiveDisclosure,1005,False,Southeast,2026-03-19,2026-04-22,Closed Lost,0,69177.44,True,False,False,Lost to Competitor,Donnelley Legacy/Manual Process,False,34.0,FY2026-Q2
100545,5326,"Fisher, Wilson and Brown",Mid Cap Public,ActiveDisclosure,1020,True,Midwest,2025-11-24,2026-03-22,Closed Lost,0,120564.04,True,False,True,Feature Gap,In-house Build,False,118.0,FY2026-Q1
100546,5274,Santana-Byrd,Mid Cap Public,ActiveDisclosure,1000,False,Midwest,2025-01-22,2025-04-25,Closed Won,100,38718.07,True,True,False,,,False,93.0,FY2025-Q2
100547,5391,Thompson Ltd,Large Cap Public,ActiveDisclosure,1020,True,Mid-Atlantic,2024-11-03,2025-01-02,Closed Lost,0,104313.37,True,False,False,No Decision / Stalled,Workiva,False,60.0,FY2025-Q1
100548,5144,White-Green,Pre-IPO / Private,ActiveDisclosure,1002,False,West,2025-07-24,2025-08-19,Closed Lost,0,102139.18,True,False,True,Feature Gap,Ideagen/Q4,False,26.0,FY2025-Q3
100549,5178,"Alvarez, Joseph and West",Large Cap Public,ActiveDisclosure,1005,False,Northeast,2024-11-25,2025-01-28,Closed Won,100,49917.98,True,True,True,,,False,64.0,FY2025-Q1
100550,5448,Scott and Sons,Pre-IPO / Private,ActiveDisclosure,1001,False,Southeast,2025-09-29,2025-10-26,Closed Lost,0,35323.6,True,False,True,Price,In-house Build,False,27.0,FY2025-Q4
100551,5081,Johnson-Doyle,Pre-IPO / Private,ActiveDisclosure,1004,False,Northeast,2025-11-21,2026-01-13,Closed Lost,0,93321.83,True,False,True,Timing - Not Ready,Donnelley Legacy/Manual Process,False,53.0,FY2026-Q1
100552,5349,Bell-Lane,Pre-IPO / Private,ActiveDisclosure,1001,False,Texas/Central,2026-03-07,2026-04-21,Closed Lost,0,62132.19,True,False,False,No Decision / Stalled,In-house Build,False,45.0,FY2026-Q2
100553,5474,Morgan-Lopez,Mid Cap Public,ActiveDisclosure,1018,True,West,2025-01-28,2025-03-18,Closed Won,100,78174.15,True,True,True,,,False,49.0,FY2025-Q1
100554,5392,Marshall-Elliott,Pre-IPO / Private,ActiveDisclosure,1000,False,West,2026-03-09,2026-05-05,Closed Won,100,29378.55,True,True,False,,,False,57.0,FY2026-Q2
100555,5255,"Sanford, Rivera and Garcia",Large Cap Public,ActiveDisclosure,1005,False,Northeast,2026-03-17,2026-07-23,Negotiation,80,31958.83,False,,True,,,False,,FY2026-Q3
100556,5339,Gutierrez Group,Mid Cap Public,ActiveDisclosure,1002,False,West,2025-10-09,2025-11-03,Closed Lost,0,30554.2,True,False,True,Price,Ideagen/Q4,False,25.0,FY2025-Q4
100557,5363,Ware and Sons,Mid Cap Public,ActiveDisclosure,1005,False,Midwest,2024-09-04,2025-01-10,Closed Lost,0,54900.66,True,False,False,No Decision / Stalled,In-house Build,False,128.0,FY2025-Q1
100558,5262,Brennan-Johnson,Large Cap Public,ActiveDisclosure,1020,True,Southeast,2026-06-12,2026-07-22,Needs Analysis,40,30611.29,False,,False,,,False,,FY2026-Q3
100559,5369,"Estrada, Williams and Foster",Large Cap Public,ActiveDisclosure,1002,False,West,2026-06-23,2026-09-20,Prospecting,10,86147.49,False,,False,,,False,,FY2026-Q3
100560,5176,Miller Ltd,Large Cap Public,ActiveDisclosure,1004,False,Northeast,2026-03-21,2026-04-24,Closed Lost,0,87914.36,True,False,False,Budget Cut,Donnelley Legacy/Manual Process,False,34.0,FY2026-Q2
100561,5169,"Adams, Christian and Rivas",Mid Cap Public,ActiveDisclosure,1001,False,Southeast,2025-02-23,2025-04-16,Closed Won,100,94915.7,True,True,False,,,False,52.0,FY2025-Q2
100562,5329,"Williams, Logan and Camacho",Large Cap Public,ActiveDisclosure,1001,False,Northeast,2024-10-28,2025-01-25,Closed Lost,0,51823.38,True,False,True,Budget Cut,Donnelley Legacy/Manual Process,False,89.0,FY2025-Q1
100563,5359,Davis PLC,Mid Cap Public,ActiveDisclosure,1001,False,Southeast,2026-01-24,2026-04-10,Closed Won,100,111243.95,True,True,False,,,False,76.0,FY2026-Q2
100564,5310,Crosby-Ramirez,Large Cap Public,ActiveDisclosure,1002,False,Northeast,2025-03-17,2025-04-19,Closed Won,100,47383.99,True,True,True,,,False,33.0,FY2025-Q2
100565,5217,Navarro-Munoz,Large Cap Public,ActiveDisclosure,1003,False,Northeast,2024-07-06,2024-10-30,Closed Lost,0,80984.43,True,False,True,Timing - Not Ready,Workiva,False,116.0,FY2024-Q4
100566,5180,Holt-Torres,Pre-IPO / Private,ActiveDisclosure,1000,False,Southeast,2025-11-02,2026-01-21,Closed Lost,0,49294.23,True,False,False,Budget Cut,Intralinks,False,80.0,FY2026-Q1
100567,5420,Lee-Cooke,Mid Cap Public,ActiveDisclosure,1003,False,Texas/Central,2025-10-16,2025-12-11,Closed Lost,0,79226.01,True,False,True,Price,Ideagen/Q4,False,56.0,FY2025-Q4
100568,5382,Kim Inc,Mid Cap Public,ActiveDisclosure,1001,False,Midwest,2026-05-25,2026-07-19,Proposal,60,48331.11,False,,False,,,False,,FY2026-Q3
100569,5057,Smith PLC,Mid Cap Public,ActiveDisclosure,1000,False,Mid-Atlantic,2025-06-27,2025-09-08,Closed Lost,0,97509.79,True,False,False,Budget Cut,Toppan Merrill,False,73.0,FY2025-Q3
100570,5003,Carlson-Cruz,Investment Bank,Venue,1007,False,Mid-Atlantic,2026-02-04,2026-02-25,Closed Lost,0,73622.64,True,False,False,No Decision / Stalled,Toppan Merrill,False,21.0,FY2026-Q1
100571,5069,Davis Group,Private Equity,Venue,1008,False,Southeast,2025-05-18,2025-06-22,Closed Lost,0,8000.0,True,False,False,Budget Cut,Intralinks,False,35.0,FY2025-Q2
100572,5104,"Bentley, Byrd and Orr",Investment Bank,Venue,1008,False,Northeast,2025-10-05,2025-11-20,Closed Won,100,43674.58,True,True,False,,,False,46.0,FY2025-Q4
100573,5307,"Avery, Horton and Fernandez",Private Equity,Venue,1007,False,Mid-Atlantic,2024-12-26,2025-03-02,Closed Lost,0,55372.01,True,False,False,Budget Cut,In-house Build,False,66.0,FY2025-Q1
100574,5258,"Booker, Jones and Harrington",Pre-IPO / Private,Venue,1011,False,Southeast,2024-12-04,2025-01-28,Closed Lost,0,27940.63,True,False,False,No Decision / Stalled,Ideagen/Q4,False,55.0,FY2025-Q1
100575,5171,Christensen PLC,Large Cap Public,Venue,1010,False,Texas/Central,2024-10-08,2024-11-28,Closed Lost,0,8000.0,True,False,False,Lost to Competitor,Intralinks,False,51.0,FY2024-Q4
100576,5373,Thompson-James,Private Equity,Venue,1010,False,West,2025-10-13,2025-11-24,Closed Won,100,78828.8,True,True,False,,,False,42.0,FY2025-Q4
100577,5022,"Brooks, Lam and Hayes",Pre-IPO / Private,Venue,1008,False,Mid-Atlantic,2026-02-28,2026-04-12,Closed Lost,0,8000.0,True,False,False,Price,Workiva,False,43.0,FY2026-Q2
100578,5378,Berry-Mckinney,Investment Bank,Venue,1006,False,Texas/Central,2026-05-05,2026-06-03,Closed Lost,0,63822.0,True,False,False,No Decision / Stalled,Toppan Merrill,False,29.0,FY2026-Q2
100579,5101,Cortez LLC,Mid Cap Public,Venue,1008,False,Mid-Atlantic,2025-05-24,2025-06-23,Closed Won,100,74891.16,True,True,False,,,False,30.0,FY2025-Q2
100580,5190,Williams-Brown,Large Cap Public,Venue,1008,False,Texas/Central,2025-09-24,2025-11-02,Closed Won,100,29332.16,True,True,False,,,False,39.0,FY2025-Q4
100581,5359,Davis PLC,Mid Cap Public,Venue,1020,True,Southeast,2024-10-25,2024-12-17,Closed Lost,0,26038.2,True,False,False,Price,Intralinks,False,53.0,FY2024-Q4
100582,5342,Mcdaniel Group,Private Equity,Venue,1007,False,West,2026-01-13,2026-02-20,Closed Lost,0,83632.43,True,False,False,No Decision / Stalled,In-house Build,False,38.0,FY2026-Q1
100583,5238,Valentine-Holland,Investment Bank,Venue,1008,False,Southeast,2024-12-22,2025-02-05,Closed Lost,0,87271.66,True,False,False,Price,Intralinks,False,45.0,FY2025-Q1
100584,5418,"Henderson, Cox and Cox",Private Equity,Venue,1006,False,West,2025-10-25,2025-12-05,Closed Won,100,33093.26,True,True,False,,,False,41.0,FY2025-Q4
